Team Name,Team City,Competition Level,Gender Division,lat,lon
ALTimate Brews,Madison,Club,Mixed,43.074761,-89.3837613
Boomtown Pandas,Madison,Club,Mixed,43.074761,-89.3837613
Heist,Madison,Club,Women,43.074761,-89.3837613
Lockdown,Madison,Club,Women,43.074761,-89.3837613
Mad Men,Madison,Club,Men,43.074761,-89.3837613
Mad Udderburn,Madison,Club,Mixed,43.074761,-89.3837613
Madison Club,Madison,Club,Men,43.074761,-89.3837613
Mastodon,Madison,Club,Mixed,43.074761,-89.3837613
Mousetrap,Madison,Club,Mixed,43.074761,-89.3837613
N.A.B.P.S. (Not Awesome But Pretty Solid),Madison,Club,Mixed,43.074761,-89.3837613
NOISE,Madison,Club,Mixed,43.074761,-89.3837613
Rockford Beaches,Madison,Club,Women,43.074761,-89.3837613
Connecticut Connvicts,Manchester,Club,Men,42.9956397,-71.4547891
Scarecrow,Manchester,Club,Mixed,42.9956397,-71.4547891
Darkwing,Mansfield,Club,Mixed,40.75839,-82.5154471
Barden Btate Bultimate,Maplewood,Club,Men,44.9533351,-92.9953373
Redhawks,Marshall,Club,Men,41.0324537,-89.2998456
SHINSHU LOOSE,Matsumoto,Club,Mixed,37.7831752,-79.4441805
Tlacuaches,McAllen,Club,Mixed,26.2043691,-98.230082
Happy Hour,McMinnville,Club,Mixed,45.2100367,-123.194463
Club Deportivo Revolution,Medellin,Club,Women,40.7567762,-73.8666603
Space Coast Ultimate,Melbourne,Club,Men,28.11771,-80.6629575
Memphis Belle,Memphis,Club,Men,35.1490215,-90.0516285
Memphis Hustle & Flow,Memphis,Club,Mixed,35.1490215,-90.0516285
Turmoil,Memphis,Club,Mixed,35.1490215,-90.0516285
Full Mast,Merritt Island,Club,Men,28.2662775,-80.6636984
Fénix Ultimate,Mexico City,Club,Men,34.1106298,-118.28766
HORUS ULTIMATE TEAM,MEXICO CITY,Club,Mixed,34.1106298,-118.28766
Fiasco,Miami,Club,Women,25.7741728,-80.19362
Playa Fiasco,Miami,Club,Women,25.7741728,-80.19362
tabasco churrasco,Miami,Club,Women,25.7741728,-80.19362
Witness,Miami,Club,Mixed,25.7741728,-80.19362
Metro North,Mianus,Club,Mixed,41.0439859,-73.5912362
Pranksters,Middlebury,Club,Mixed,44.0072736,-73.1633011
defunct,Middlebury,Club,Mixed,44.0072736,-73.1633011
defunct,Middlebury,Club,Men,44.0072736,-73.1633011
Cream City Crooks,Milwaukee,Club,Men,43.0349931,-87.922497
Hippie Mafia,Milwaukee,Club,Men,43.0349931,-87.922497
MKE,Milwaukee,Club,Men,43.0349931,-87.922497
MystiKuE,Milwaukee,Club,Women,43.0349931,-87.922497
Northern Comfort,Milwaukee,Club,Mixed,43.0349931,-87.922497
Bird,Minneapolis,Club,Mixed,44.9772995,-93.2654692
Climax,Minneapolis,Club,Men,44.9772995,-93.2654692
Coalition Ultimate,Minneapolis,Club,Mixed,44.9772995,-93.2654692
Drag'n Thrust,Minneapolis,Club,Mixed,44.9772995,-93.2654692
Minnesota Superior,Minneapolis,Club,Women,44.9772995,-93.2654692
Mojo Jojo,Minneapolis,Club,Mixed,44.9772995,-93.2654692
Pop,Minneapolis,Club,Women,44.9772995,-93.2654692
Snap,Minneapolis,Club,Women,44.9772995,-93.2654692
Sub Zero,Minneapolis,Club,Men,44.9772995,-93.2654692
THE BODY,Minneapolis,Club,Men,44.9772995,-93.2654692
Crackle ,Minneapolis ,Club,Women,44.9772995,-93.2654692
Minnesota Star Power,Minneapolis ,Club,Mixed,44.9772995,-93.2654692
$Griz Alum$,Missoula,Club,Mixed,46.8701049,-113.995267
Dixon Melons,Missoula,Club,Mixed,46.8701049,-113.995267
Guns for Hire,Missoula,Club,Mixed,46.8701049,-113.995267
Mental Toss Flycoons,Missoula,Club,Mixed,46.8701049,-113.995267
Missoula Yoursoula,Missoula,Club,Mixed,46.8701049,-113.995267
The Bandits,Montclair,Club,Mixed,40.8164458,-74.2210643
Mockingbird,Montreal,Club,Men,46.4280033,-90.2460097
Mystik,Montreal,Club,Women,46.4280033,-90.2460097
Club M - Inferno,Montreal,Club,Men,46.4280033,-90.2460097
Club M - Magma,Montreal,Club,Men,46.4280033,-90.2460097
Club M - Manic,Montreal,Club,Men,46.4280033,-90.2460097
Club M - Rage,Montreal,Club,Men,46.4280033,-90.2460097
Spring Chickens,Montreal,Club,Mixed,46.4280033,-90.2460097
Storm,Montreal,Club,Women,46.4280033,-90.2460097
Venus,Montreal,Club,Women,46.4280033,-90.2460097
Beaches & Cream,Nashville,Club,Mixed,36.1622296,-86.7743531
Blade,Nashville,Club,Men,36.1622296,-86.7743531
Encore,Nashville,Club,Women,36.1622296,-86.7743531
Hairy Otter,Nashville,Club,Mixed,36.1622296,-86.7743531
Trash Pandas,Nashville,Club,Mixed,36.1622296,-86.7743531
Deathsquad,Needham,Club,Men,31.9868295,-88.3330882
Homegrown Ultimate,Nelson,Club,Mixed,47.8852229,-98.1774434
Baywatch,New Britain,Club,Women,41.6796456,-72.7883468
Garden Party,New Brunswick,Club,Men,40.4862174,-74.4518173
Blowing Heat 2.0 ,New Castle ,Club,Mixed,40.9999202,-80.3471856
East Rock Candy Mountain,New Haven,Club,Men,41.2984343,-72.9310234
Queen Cake,New Orleans,Club,Women,29.9499323,-90.0701156
7 Express,New York City,Club,Mixed,40.7127281,-74.0060152
BENT,New York City,Club,Women,40.7127281,-74.0060152
DINO,New York City,Club,Women,40.7127281,-74.0060152
Hidden Stache,New York City,Club,Mixed,40.7127281,-74.0060152
PoNY,New York City,Club,Men,40.7127281,-74.0060152
Powermove,New York City,Club,Mixed,40.7127281,-74.0060152
Scouts Honor,New York City,Club,Mixed,40.7127281,-74.0060152
Shade,New York City,Club,Men,40.7127281,-74.0060152
Sleepover at Lenin's,New York City,Club,Men,40.7127281,-74.0060152
The Bends,New York City,Club,Women,40.7127281,-74.0060152
The Feminists,New York City,Club,Mixed,40.7127281,-74.0060152
The Silent Flatballers,New York City,Club,Men,40.7127281,-74.0060152
Turnstyle,New York City,Club,Mixed,40.7127281,-74.0060152
Unlimited Swipes,New York City,Club,Mixed,40.7127281,-74.0060152
Varsity,New York City,Club,Mixed,40.7127281,-74.0060152
XIST,New York City,Club,Mixed,40.7127281,-74.0060152
Stuyvesant Sticky Fingers,New York City,Club,Men,40.7127281,-74.0060152
Family Julez,Newark,Club,Mixed,40.735657,-74.1723667
Locals,Norfolk,Club,Mixed,36.8462923,-76.2929252
Norfolkin' Around,Norfolk,Club,Mixed,36.8462923,-76.2929252
Satellite ,Normal,Club,Men,40.5117699,-88.9944815
Dumpster Fire,North Charleston,Club,Mixed,32.9131295,-80.0629982
Hatgiving 2017,Northampton,Club,Mixed,42.3178989,-72.6311006
PLOW,Northampton,Club,Women,42.3178989,-72.6311006
Shades,Northampton,Club,Men,42.3178989,-72.6311006
WOLP,Northampton,Club,Women,42.3178989,-72.6311006
Snip Snip,Northfield,Club,Men,44.4582041,-93.161159
Blueprint,New York City,Club,Men,40.7127281,-74.0060152
Pink Pear,New York City,Club,Mixed,40.7127281,-74.0060152
AC Bandits,Oakland,Club,Mixed,37.8044557,-122.2713563
Deadly Viper Assassination Squad,Oakland,Club,Women,37.8044557,-122.2713563
Guerrilla,Oakland,Club,Men,37.8044557,-122.2713563
LOL,Oakland,Club,Women,37.8044557,-122.2713563
El Niño,Oakland Park,Club,Men,26.1723065,-80.1319893
HIGH FIVE,Ohio,Club,Men,40.2253569,-82.6881395
Supercell,Oklahoma City,Club,Men,35.4729886,-97.5170536
Scythe,Omaha,Club,Men,41.2587459,-95.9383758
SOFA Spartans,Oneonta,Club,Mixed,33.9481537,-86.472764
The Killjoys,Orem,Club,Men,40.2971825,-111.694943
GrandMaster Flash,Orlando,Club,Men,28.5421109,-81.3790304
Omen,Orlando,Club,Men,28.5421109,-81.3790304
Sand1,Orlando,Club,Mixed,28.5421109,-81.3790304
Sol Draft,Orlando,Club,Men,28.5421109,-81.3790304
Swag State,Orlando,Club,Mixed,28.5421109,-81.3790304
Swing State,Orlando,Club,Mixed,28.5421109,-81.3790304
Boy Named Sue,Orono,Club,Women,44.883607,-68.672791
Allen's Army,Orono,Club,Men,44.883607,-68.672791
Those Magnificent Bastards,Orono,Club,Men,44.883607,-68.672791
Raft Ultimate,Ottawa,Club,Mixed,39.1273653,-97.6568094
Shrike,Ottawa,Club,Men,39.1273653,-97.6568094
Stella ,Ottawa,Club,Women,39.1273653,-97.6568094
Phoenix,"Ottawa, ON",Club,Men,36.9875663,-94.7630041
Finding NarWhaldo,Palm Beach,Club,Mixed,26.6279798,-80.4494174
Feral Cows,Palo Alto,Club,Mixed,37.4443293,-122.1598465
Sons,Palo Alto,Club,Men,37.4443293,-122.1598465
Pretirement Fund,Pasadena,Club,Mixed,34.1476452,-118.1444779
Pesterbug,Pawtucket,Club,Men,41.878711,-71.3825558
Baywatch,Pensacola,Club,Mixed,30.421309,-87.2169149
foxx,Peterborough,Club,Women,42.8776166,-71.949383
Rockets,Philadelphia,Club,Men,39.9527237,-75.1635262
Adelphos,Philadelphia,Club,Men,39.9527237,-75.1635262
AMP,Philadelphia,Club,Mixed,39.9527237,-75.1635262
AMPersand,Philadelphia,Club,Men,39.9527237,-75.1635262
Bitmap,Philadelphia,Club,Mixed,39.9527237,-75.1635262
CITYWIDE Special,Philadelphia,Club,Men,39.9527237,-75.1635262
Citywide X,Philadelphia,Club,Men,39.9527237,-75.1635262
Citywide Y,Philadelphia,Club,Men,39.9527237,-75.1635262
Clue,Philadelphia,Club,Mixed,39.9527237,-75.1635262
Green,Philadelphia,Club,Women,39.9527237,-75.1635262
Independence,Philadelphia,Club,Women,39.9527237,-75.1635262
JAWN,Philadelphia,Club,Men,39.9527237,-75.1635262
LAMP,Philadelphia,Club,Women,39.9527237,-75.1635262
Patrol,Philadelphia,Club,Men,39.9527237,-75.1635262
Patrol X,Philadelphia,Club,Men,39.9527237,-75.1635262
Patrol Y,Philadelphia,Club,Men,39.9527237,-75.1635262
Philadelphia Forge (Mixed),Philadelphia,Club,Mixed,39.9527237,-75.1635262
Philly Open Tryouts,Philadelphia,Club,Men,39.9527237,-75.1635262
Sabotage,Philadelphia,Club,Mixed,39.9527237,-75.1635262
Trollvolver,Philadelphia,Club,Men,39.9527237,-75.1635262
Broad City,Philadelphia ,Club,Women,39.9527237,-75.1635262
AOL (All Outta Love),Philadephia,Club,Men,39.9860268,-75.2500987
Phoenix Uprising,Phoenix,Club,Women,33.4484367,-112.0741417
Rubix,Phoenix,Club,Mixed,33.4484367,-112.0741417
Sprawl,Phoenix,Club,Men,33.4484367,-112.0741417
Superstition,Phoenix,Club,Mixed,33.4484367,-112.0741417
Alloy,Pittsburgh,Club,Mixed,40.4416941,-79.9900861
Crucible,Pittsburgh,Club,Mixed,40.4416941,-79.9900861
Hot Metal,Pittsburgh,Club,Women,40.4416941,-79.9900861
Impulse,Pittsburgh,Club,Men,40.4416941,-79.9900861
Pittsburgh Puppies,Pittsburgh,Club,Men,40.4416941,-79.9900861
Pittsburgh Temper,Pittsburgh,Club,Men,40.4416941,-79.9900861
Slag Dump,Pittsburgh,Club,Men,40.4416941,-79.9900861
I-79,Pittsburgh,Club,Mixed,40.4416941,-79.9900861
Get A Baby,Plymouth,Club,Mixed,42.7369124,-96.2213607
Breakers Mark,Portland,Club,Mixed,45.5202471,-122.6741949
Choco Ghost House,Portland,Club,Mixed,45.5202471,-122.6741949
Flying Circus Disc Club,Portland,Club,Mixed,45.5202471,-122.6741949
Gender Equity,Portland,Club,Mixed,45.5202471,-122.6741949
Jinx,Portland,Club,Women,45.5202471,-122.6741949
Makeshift Returns,Portland,Club,Mixed,45.5202471,-122.6741949
Natural Twenties,Portland,Club,Mixed,45.5202471,-122.6741949
Oh My!,Portland,Club,Mixed,45.5202471,-122.6741949
OMBU,Portland,Club,Mixed,45.5202471,-122.6741949
Portland Ivy,Portland,Club,Women,45.5202471,-122.6741949
Red Tide,Portland,Club,Men,45.5202471,-122.6741949
Red Tide Black,Portland,Club,Men,45.5202471,-122.6741949
Rhino,Portland,Club,Men,45.5202471,-122.6741949
Rip City Ultimate,Portland,Club,Men,45.5202471,-122.6741949
Rip Tide,Portland,Club,Women,45.5202471,-122.6741949
Rising Tide,Portland,Club,Mixed,45.5202471,-122.6741949
Rising Tide,Portland,Club,Men,45.5202471,-122.6741949
Schwa,Portland,Club,Women,45.5202471,-122.6741949
SOL,Portland,Club,Mixed,45.5202471,-122.6741949
SS Arg,Portland,Club,Mixed,45.5202471,-122.6741949
The Tide is Rising,Portland,Club,Mixed,45.5202471,-122.6741949
VelociRapStars,Portland,Club,Women,45.5202471,-122.6741949
Dead Reckoning,Portland ,Club,Mixed,45.5202471,-122.6741949
Sunken Circus,Portland ,Club,Mixed,45.5202471,-122.6741949
Garden State Ultimate,Princeton,Club,Men,40.3492744,-74.6592958
Jughandle,Princeton,Club,Mixed,40.3492744,-74.6592958
Pine Baroness,Princeton,Club,Women,40.3492744,-74.6592958
InfernoFunkBMoShipRays,Providence,Club,Mixed,41.8239891,-71.4128343
Breakers,Providence,Club,Men,41.8239891,-71.4128343
HOPE,Providence,Club,Women,41.8239891,-71.4128343
Providence Mob,Providence,Club,Mixed,41.8239891,-71.4128343
Silence of the Clams,Providence,Club,Mixed,41.8239891,-71.4128343
Madd Dogg,Provo,Club,Men,40.2338438,-111.6585337
Iris,Quebec,Club,Women,30.5107032,-104.399643
Quest,Quebec,Club,Mixed,30.5107032,-104.399643
Auxiliary,Quad Cities,Club,Men,41.5139196,-90.492917
VIP Club,Quebec,Club,Mixed,30.5107032,-104.399643
Friz Khalifa,Raleigh,Club,Mixed,35.7803977,-78.6390989
Malice in Wonderland,Raleigh,Club,Mixed,35.7803977,-78.6390989
Malicious Intent,Raleigh,Club,Mixed,35.7803977,-78.6390989
Ring of Fire,Raleigh,Club,Men,35.7803977,-78.6390989
Sharks & Kisses,Raleigh,Club,Women,35.7803977,-78.6390989
Sir Walter Rowdy,Raleigh,Club,Mixed,35.7803977,-78.6390989
Ulitmate?,Raleigh,Club,Mixed,35.7803977,-78.6390989
Triforce,Raleigh/Durham/Chapel Hill,Club,Men,35.9016399,-79.0064032
Cutthroat,Reno,Club,Mixed,39.5261206,-119.8126581
Dredge,Rhinebeck,Club,Men,41.9268754,-73.9126639
Filthy Rich,Richmond,Club,Women,37.5385087,-77.43428
FludWhale,Richmond,Club,Men,37.5385087,-77.43428
Richmond Floodwall,Richmond,Club,Men,37.5385087,-77.43428
Virginia Rebellion,Richmond,Club,Women,37.5385087,-77.43428
First Order,Roanoke,Club,Men,37.270973,-79.9414313
Garbage Plates,Rochester,Club,Mixed,43.157285,-77.615214
Roc Paper Scissors,Rochester,Club,Women,43.157285,-77.615214
Fireball,Rockville,Club,Mixed,39.0840054,-77.1527573
Sparkle Ponies,Rockville,Club,Mixed,39.0840054,-77.1527573
Buckwild,Sacramento,Club,Mixed,38.5810606,-121.4938951
Delta Breeze,Sacramento,Club,Mixed,38.5810606,-121.4938951
Filthy Gorgeous,Saint Louis,Club,Women,38.6529545,-90.2411166
Land Ho!,Saint Louis,Club,Mixed,38.6529545,-90.2411166
Thoroughbred,Saint Louis,Club,Mixed,38.6529545,-90.2411166
Imperial,Saint Paul,Club,Men,44.9504037,-93.1015026
MUTT,Saint Paul,Club,Mixed,44.9504037,-93.1015026
Spirit Fowl,Saint Paul,Club,Mixed,44.9504037,-93.1015026
To Be Determined,Saint Petersburg,Club,Men,27.7703796,-82.6695085
Big Sky,Salt Lake City,Club,Men,40.7596198,-111.8867975
Elevate,Salt Lake City,Club,Women,40.7596198,-111.8867975
PowderHogs,Salt Lake City,Club,Men,40.7596198,-111.8867975
Utah Swarm Mixed + friends,Salt Lake City,Club,Mixed,40.7596198,-111.8867975
Spirit Quest,Salt Lake City,Club,Men,40.7596198,-111.8867975
Freetail,San Antonio,Club,Mixed,29.4246002,-98.4951405
SA Spares,San Antonio,Club,Men,29.4246002,-98.4951405
¡Fiesta!,San Diego,Club,Mixed,32.7174202,-117.1627728
Nixon,San Diego,Club,Mixed,32.7174202,-117.1627728
POWERLINE,San Diego,Club,Mixed,32.7174202,-117.1627728
San Diego Surf,San Diego,Club,Mixed,32.7174202,-117.1627728
Streetgang,San Diego,Club,Men,32.7174202,-117.1627728
Swing,San Diego,Club,Mixed,32.7174202,-117.1627728
Wildfire,San Diego,Club,Women,32.7174202,-117.1627728
Alchemy,San Francisco,Club,Mixed,37.7790262,-122.419906
American Barbecue,San Francisco,Club,Mixed,37.7790262,-122.419906
Argo,San Francisco,Club,Mixed,37.7790262,-122.419906
Bayonet,San Francisco,Club,Mixed,37.7790262,-122.419906
Bayonet,San Francisco,Club,Men,37.7790262,-122.419906
Blackbird,San Francisco,Club,Mixed,37.7790262,-122.419906
Classy,San Francisco,Club,Mixed,37.7790262,-122.419906
Firefly,San Francisco,Club,Mixed,37.7790262,-122.419906
Fog City,San Francisco,Club,Mixed,37.7790262,-122.419906
Fury,San Francisco,Club,Women,37.7790262,-122.419906
Ghost Cats,San Francisco,Club,Mixed,37.7790262,-122.419906
Hot Stix,San Francisco,Club,Mixed,37.7790262,-122.419906
Revolver,San Francisco,Club,Men,37.7790262,-122.419906
Ultimate Impact,San Francisco,Club,Men,37.7790262,-122.419906
Glitter Bomb,San Francisco ,Club,Mixed,37.7790262,-122.419906
Mischief,San Francisco ,Club,Mixed,37.7790262,-122.419906
The Otter Team,San Fransicso,Club,Women,33.705415,-108.761138
Lawn Patrol,San Jose,Club,Mixed,37.3361905,-121.890583
Funk Zone ,Santa Barbara,Club,Mixed,34.4221319,-119.7026673
Robot,Santa Barbara,Club,Mixed,34.4221319,-119.7026673
Sundowners,Santa Barbara,Club,Men,34.4221319,-119.7026673
Absolute Zero,Santa Clara,Club,Mixed,37.2333253,-121.6846349
Coastal Empire,Savannah,Club,Men,32.0809263,-81.0911768
BFG,Seattle,Club,Mixed,47.6038321,-122.3300624
Birdfruit,Seattle,Club,Mixed,47.6038321,-122.3300624
Bulleit Train,Seattle,Club,Mixed,47.6038321,-122.3300624
Dragon Army,Seattle,Club,Men,47.6038321,-122.3300624
Fresh Grannies,Seattle,Club,Women,47.6038321,-122.3300624
Friday Night Couch,Seattle,Club,Mixed,47.6038321,-122.3300624
Garbage,Seattle,Club,Mixed,47.6038321,-122.3300624
Ghost Train,Seattle,Club,Men,47.6038321,-122.3300624
Gravy Train Wreck,Seattle,Club,Men,47.6038321,-122.3300624
Huck the Patriarchy,Seattle,Club,Women,47.6038321,-122.3300624
Pegasus,Seattle,Club,Mixed,47.6038321,-122.3300624
Seattle Beat,Seattle,Club,Women,47.6038321,-122.3300624
Seattle Mixtape,Seattle,Club,Mixed,47.6038321,-122.3300624
Seattle Riot,Seattle,Club,Women,47.6038321,-122.3300624
Seattle Soul,Seattle,Club,Women,47.6038321,-122.3300624
Sockeye,Seattle,Club,Men,47.6038321,-122.3300624
SURE,Seattle,Club,Men,47.6038321,-122.3300624
T.R.W.F.B.,Seattle,Club,Men,47.6038321,-122.3300624
Underground,Seattle,Club,Women,47.6038321,-122.3300624
Union,Seattle,Club,Men,47.6038321,-122.3300624
Voodoo,Seattle,Club,Men,47.6038321,-122.3300624
Jaybirds,Shalimar,Club,Men,30.4457544,-86.5791189
Animals,Sherbrooke,Club,Mixed,47.4608222,-97.7195368
EXO,Sherbrooke,Club,Women,47.4608222,-97.7195368
Sherbrooke Gentlemen's Club,Sherbrooke,Club,Men,47.4608222,-97.7195368
EXIT 54,Smithtown,Club,Men,40.8559314,-73.2006687
Big Wrench,Somerville,Club,Men,42.3875968,-71.0994968
Rainbow,Somerville,Club,Mixed,42.3875968,-71.0994968
Skeeahreet,Somerville,Club,Women,42.3875968,-71.0994968
Snake Country Bromance,Somerville,Club,Mixed,42.3875968,-71.0994968
Somerville BAG,Somerville,Club,Men,42.3875968,-71.0994968
Somerville Youth,Somerville,Club,Men,42.3875968,-71.0994968
Skyhawks,South Bend,Club,Mixed,41.6833813,-86.2500066
Lost Boys,South Carolina,Club,Men,33.6874388,-80.4363743
Ultimate Justice,South Royalton,Club,Mixed,43.8199831,-72.5213419
Colt,Southington,Club,Men,41.6005435,-72.8782941
Helots,Sparta,Club,Men,33.2757006,-82.9762589
Misfits,Spokane,Club,Mixed,47.6571934,-117.4235106
Spokane Flatline,Spokane,Club,Men,47.6571934,-117.4235106
CaSTLe,St. Louis,Club,Men,38.6529545,-90.2411166
Chalice,St. Louis,Club,Mixed,38.6529545,-90.2411166
SLUA - 2017 Women's Fall League,St. Louis,Club,Women,38.6529545,-90.2411166
Rice Crispies,St. Paul,Club,Women,44.9504037,-93.1015026
Mutiny,St. Petersburg,Club,Mixed,27.7703796,-82.6695085
Wisconsin Hops,Stevens Point,Club,Men,44.5229223,-89.574111
Battleship,St-Jean-sur-Richelieu,Club,Mixed,37.00459,-86.69174
BW Ultimate,Sunnyvale,Club,Mixed,37.3688301,-122.0363496
Journeymen,Sunnyvale,Club,Men,37.3688301,-122.0363496
DNA,Surrey,Club,Men,48.2364,-101.13349
Salt City Spirit,Syracuse,Club,Women,43.0481221,-76.1474244
Syracuse Doom,Syracuse,Club,Men,43.0481221,-76.1474244
Xavier's School for Gifted Youngsters,Syracuse,Club,Men,43.0481221,-76.1474244
Cloverleaf,Tacoma,Club,Men,47.2495798,-122.4398746
Old Growth,Tacoma,Club,Men,47.2495798,-122.4398746
Shrimp Boat,Tallahassee,Club,Men,30.4380832,-84.2809332
Bay Wench,Tampa,Club,Women,27.9477595,-82.458444
Scally Babes,Tampa,Club,Women,27.9477595,-82.458444
Tyranny,Tampa,Club,Men,27.9477595,-82.458444
UpRoar,Tampa,Club,Men,27.9477595,-82.458444
Brawl,Tempe,Club,Men,33.4255056,-111.9400091
Showdown,Texas City,Club,Women,29.396013,-94.9175485
Migrant,Tokyo,Club,Mixed,29.5498845,-98.5324331
Spring Creek Ascension,Tomball,Club,Men,30.0971621,-95.6160549
6ixers,Toronto,Club,Women,41.9050213,-90.8640346
GOAT,Toronto,Club,Men,41.9050213,-90.8640346
Grand Trunk,Toronto,Club,Men,41.9050213,-90.8640346
NXTMNS,Toronto,Club,Men,41.9050213,-90.8640346
TC Mixed Beach,Toronto,Club,Mixed,41.9050213,-90.8640346
UNION,Toronto,Club,Mixed,41.9050213,-90.8640346
Torontula,Toronto,Club,Men,41.9050213,-90.8640346
Pandatime,Towson,Club,Mixed,39.3964591,-76.6148148
uno,Toyota,Club,Women,41.0799591,-74.7346386
Carolina Sky,Triangle Area,Club,Men,43.0549624,-87.9345381
Cash Crop,Triangle Area,Club,Men,43.0549624,-87.9345381
Triangle Tourists,Triangle Area,Club,Women,43.0549624,-87.9345381
Instant Karma,Tucson,Club,Mixed,32.2228765,-110.9748477
Rogue,Tucson,Club,Mixed,32.2228765,-110.9748477
Venom,Tucson,Club,Women,32.2228765,-110.9748477
Boomtown,Tulsa,Club,Mixed,36.1556805,-95.9929113
Rawhide,Tulsa,Club,Men,36.1556805,-95.9929113
Barefoot,Tupelo,Club,Men,34.2576067,-88.7033859
Taco Truck PNC,Turlock,Club,Mixed,37.4946568,-120.8465941
MN Superior,Twin Cities,Club,Mixed,38.2910251,-121.31106
No Touching!,Twin Cities,Club,Mixed,38.2910251,-121.31106
Serial Crusher Theory,Twin Cities,Club,Mixed,38.2910251,-121.31106
Blackfish,Vancouver,Club,Men,45.6306954,-122.6744557
Fable,Vancouver,Club,Mixed,45.6306954,-122.6744557
Furious George,Vancouver,Club,Men,45.6306954,-122.6744557
Refinery,Vancouver,Club,Men,45.6306954,-122.6744557
Team Puma,Vancouver,Club,Men,45.6306954,-122.6744557
Traffic,Vancouver,Club,Women,45.6306954,-122.6744557
Wendigo,Vancouver,Club,Women,45.6306954,-122.6744557
Zephyr,Vancouver,Club,Women,45.6306954,-122.6744557
Sneaky House Hippos,Vancouver ,Club,Women,45.6306954,-122.6744557
Ambiguous Grey,Washington DC,Club,Mixed,38.8950368,-77.0365427
District Cocktails,Washington DC,Club,Mixed,38.8950368,-77.0365427
Flat Earth Club,Washington DC,Club,Mixed,38.8950368,-77.0365427
Foggy Bottom Boys,Washington DC,Club,Men,38.8950368,-77.0365427
